laptop_ID,Company,Product,TypeName,Inches,Resolution_X,Resolution_Y,cat_resolution,Is_touch,CPU_Brand,CPU_Model,SSD,HDD,CPU_Frec,Ram,GPU_Brand,GPU_Model,Is_GPU_dedicated,OpSys,Weight,Price_euros
1296,Dell,Inspiron 3552,Notebook,15.6,1366,768,HD,0,Intel,Celeron Dual Core N3050,0.0,500,1.6,2.0,Intel,HD Graphics,0,Windows,2.2,379.0
36,Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,1366,768,HD,0,Intel,Celeron Dual Core N3350,0.0,0,1.1,4.0,Intel,HD Graphics 500,0,Windows,1.44,249.0
1297,Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 6700HQ,0.0,1024,2.6,8.0,Nvidia,GeForce GTX 960M,1,Windows,2.6,899.0
131,Dell,Inspiron 5770,Notebook,17.3,1920,1080,Full HD,0,Intel,Core i7 8550U,256.0,2048,1.8,14.0,AMD,Radeon 530,1,Windows,2.8,1396.0
387,Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i3 6006U,128.0,0,2.0,4.0,Intel,HD Graphics 520,0,Chrome OS,1.85,403.5
1235,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600,900,HD,0,Intel,Core i5 7200U,0.0,1024,2.5,8.0,Intel,HD Graphics 620,0,Chrome OS,2.8,539.0
1178,Lenovo,ThinkPad T460,Ultrabook,14.0,1920,1080,Full HD,0,Intel,Core i7 6600U,256.0,0,2.6,8.0,Intel,HD Graphics 520,0,Windows,1.7,1499.0
444,Google,Pixelbook (Core,Ultrabook,12.3,2400,1600,Full HD,1,Intel,Core i7 7Y75,512.0,0,1.3,14.0,Intel,HD Graphics 615,0,Chrome OS,1.1,2199.0
461,Dell,Inspiron 5570,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 8550U,128.0,1024,1.8,8.0,AMD,Radeon 530,1,Windows,2.36,979.0
1111,Dell,Inspiron 5567,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,0.0,1024,2.5,8.0,AMD,Radeon R7 M445,1,Windows,2.36,638.8
1256,MSI,GL62 6QF,Gaming,15.6,1920,1080,Full HD,0,Intel,Core i7 6700HQ,128.0,1024,2.6,8.0,Nvidia,GeForce GTX 960M,1,Windows,2.3,1169.0
416,Lenovo,Lenovo IdeaPad,Notebook,11.6,1366,768,HD,0,Intel,Celeron Dual Core N3350,0.0,0,1.1,2.0,Intel,HD Graphics 500,0,Windows,1.15,304.45
585,MSI,GT73VR Titan,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i7 7820HK,512.0,1024,2.9,14.0,Nvidia,GeForce GTX 1070,1,Windows,4.14,2729.0
619,Dell,Vostro 3568,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6006U,0.0,1024,2.0,4.0,Intel,HD Graphics 520,0,Linux,2.18,443.9
841,Asus,VivoBook Max,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,0.0,1024,2.5,4.0,Nvidia,GeForce 920,1,Linux,2.1,519.0
1081,Asus,ROG G701VO,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i7 6820HK,640.0,0,2.7,14.0,Nvidia,GeForce GTX 980,1,Windows,3.58,2787.0
375,HP,Elitebook 1040,Ultrabook,14.0,1920,1080,Full HD,0,Intel,Core i7 7500U,256.0,0,2.7,8.0,Intel,HD Graphics 620,0,Windows,1.36,1750.0
813,Dell,Latitude 3180,Netbook,11.6,1366,768,HD,0,Intel,Pentium Quad Core N4200,128.0,0,1.1,4.0,Intel,HD Graphics 505,0,Windows,1.63,744.0
92,Asus,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,Gaming,15.6,1920,1080,Full HD,0,AMD,FX 9830P,0.0,1024,3.0,8.0,AMD,Radeon RX 560,1,Windows,2.45,699.0
87,Dell,Inspiron 7577,Gaming,15.6,1920,1080,Full HD,0,Intel,Core i7 7700HQ,128.0,1024,2.8,14.0,Nvidia,GeForce GTX 1050 Ti,1,Windows,2.65,1349.0
7,Apple,MacBook Pro,Ultrabook,15.4,2880,1800,QHD,0,Intel,Core i7,0.0,0,2.2,14.0,Intel,Iris Pro Graphics,0,macOS,2.04,2139.97
55,Acer,Aspire 3,Notebook,15.6,1366,768,HD,0,Intel,Core i3 7100U,0.0,1024,2.4,4.0,Intel,HD Graphics 620,0,Windows,2.4,384.0
421,Asus,ZenBook Flip,Convertible,13.3,1920,1080,Full HD,1,Intel,Core i5 7200U,256.0,0,2.5,8.0,Intel,HD Graphics 620,0,Windows,1.27,928.0
964,HP,ZBook Studio,Workstation,15.6,1920,1080,Full HD,0,Intel,Core i7 6820HQ,8.0,0,2.7,8.0,Nvidia,Quadro M1000M,1,Windows,2.0,2249.0
1244,Dell,XPS 13,Ultrabook,13.3,3200,1800,QHD,1,Intel,Core i7 7500U,256.0,0,2.7,8.0,Intel,HD Graphics 620,0,Windows,1.29,1477.0
1025,HP,EliteBook 820,Ultrabook,12.5,1920,1080,Full HD,0,Intel,Core i5 7200U,0.0,500,2.5,4.0,Intel,HD Graphics 620,0,Windows,1.26,1539.0
305,Asus,VivoBook S14,Notebook,14.0,1366,768,HD,0,Intel,Core i3 7100U,128.0,0,2.4,4.0,Intel,HD Graphics 620,0,Windows,1.3,509.0
1255,Dell,Vostro 3559,Notebook,15.6,1366,768,HD,0,Intel,Core i5 6200U,0.0,500,2.3,4.0,Intel,HD Graphics 520,0,Windows,2.24,737.0
37,Acer,Aspire 3,Notebook,15.6,1366,768,HD,0,Intel,Core i3 7130U,0.0,1024,2.7,4.0,Intel,HD Graphics 620,0,Linux,2.1,367.0
928,Lenovo,ThinkPad 13,Notebook,13.3,1920,1080,Full HD,0,Intel,Core i5 7200U,128.0,0,2.5,4.0,Intel,HD Graphics 620,0,Windows,1.44,881.0
651,Asus,ROG GL553VE-FY022,Gaming,15.6,1920,1080,Full HD,0,Intel,Core i7 7700HQ,0.0,1024,2.8,8.0,Nvidia,GeForce GTX 1050 Ti,1,Chrome OS,2.5,1169.0
496,Asus,Zenbook UX390UA,Ultrabook,12.5,1920,1080,Full HD,0,Intel,Core i7 7500U,512.0,0,2.7,14.0,Intel,HD Graphics 620,0,Windows,0.91,1950.0
1087,HP,EliteBook 820,Ultrabook,12.5,1920,1080,Full HD,0,Intel,Core i5 6200U,256.0,0,2.3,8.0,Intel,HD Graphics 520,0,Windows,1.26,1199.0
1272,Dell,Inspiron 3552,Notebook,15.6,1366,768,HD,0,Intel,Pentium Quad Core N3700,0.0,500,1.6,4.0,Intel,HD Graphics,0,Windows,2.2,443.99
250,Dell,Inspiron 5570,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 8550U,128.0,2048,1.8,8.0,AMD,Radeon 530,1,Windows,2.2,985.0
206,Acer,Aspire E5-576G,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 7500U,0.0,1024,2.7,8.0,Nvidia,GeForce 940MX,1,Windows,2.23,742.0
553,Lenovo,ThinkPad E470,Notebook,14.0,1920,1080,Full HD,0,Intel,Core i5 7200U,0.0,500,2.5,4.0,Intel,HD Graphics 620,0,Windows,1.87,785.0
97,Acer,Spin 5,Convertible,13.3,1920,1080,Full HD,1,Intel,Core i5 8250U,256.0,0,1.6,8.0,Intel,UHD Graphics 620,0,Windows,1.5,847.0
591,Dell,Chromebook 11,Netbook,11.6,1366,768,HD,0,Intel,Celeron Dual Core N3060,0.0,0,1.6,4.0,Intel,HD Graphics 400,0,Chrome OS,1.26,295.0
259,Acer,Aspire 5,Notebook,17.3,1920,1080,Full HD,0,Intel,Core i3 7130U,256.0,0,2.7,4.0,Nvidia,GeForce MX130,1,Windows,3.0,702.0
417,Lenovo,ThinkPad P51,Workstation,15.6,1920,1080,Full HD,0,Intel,Core i7 7700HQ,512.0,0,2.8,8.0,Nvidia,Quadro M1200,1,Windows,2.67,1925.0
136,Acer,Aspire A515-51G-37JS,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i3 7130U,256.0,0,2.7,4.0,Nvidia,GeForce MX130,1,Windows,2.2,572.0
490,Chuwi,"Lapbook 15,6",Notebook,15.6,1920,1080,Full HD,0,Intel,Atom x5-Z8350,0.0,0,1.44,4.0,Intel,HD Graphics,0,Windows,1.89,248.9
454,Dell,Precision 3520,Workstation,15.6,1920,1080,Full HD,0,Intel,Xeon E3-1505M V6,0.0,1024,3.0,8.0,Nvidia,Quadro M620,1,Windows,2.23,1993.0
463,Dell,Alienware 17,Notebook,17.3,1920,1080,Full HD,0,Intel,Core i7 7700HQ,0.0,1024,2.7,8.0,Nvidia,GeForce GTX 1060,1,Windows,4.42,2046.0
943,HP,ProBook 640,Notebook,14.0,1366,768,HD,0,Intel,Core i5 6200U,0.0,500,2.3,4.0,Intel,HD Graphics 520,0,Windows,1.95,1149.0
624,HP,EliteBook 850,Ultrabook,15.6,1920,1080,Full HD,0,Intel,Core i7 7500U,512.0,0,2.7,8.0,Intel,HD Graphics 620,0,Windows,1.84,1389.0
1183,Dell,Inspiron 7567,Gaming,15.6,3840,2160,4K UHD,0,Intel,Core i7 7700HQ,128.0,1024,2.8,8.0,Nvidia,GeForce GTX 1050 Ti,1,Windows,2.62,1498.0
1316,Lenovo,Yoga 500-14ISK,Convertible,14.0,1920,1080,Full HD,1,Intel,Core i7 6500U,128.0,0,2.5,4.0,Intel,HD Graphics 520,0,Windows,1.8,638.0
898,Asus,Rog GL753VD-GC082T,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i5 7300HQ,128.0,1024,2.5,12.0,Nvidia,GeForce GTX 1050,1,Windows,2.2,1369.9
1132,Razer,Blade Stealth,Ultrabook,12.5,3840,2160,4K UHD,1,Intel,Core i7 6500U,256.0,0,2.5,8.0,Intel,HD Graphics 520,0,Windows,1.25,1029.0
202,HP,Omen 17-W295,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i7 7700HQ,256.0,1024,2.8,14.0,Nvidia,GeForce GTX 1050,1,Windows,3.35,1379.0
1117,Acer,Chromebook 15,Notebook,15.6,1366,768,HD,0,Intel,Celeron Dual Core 3205U,16.0,0,1.5,4.0,Intel,HD Graphics,0,Chrome OS,2.2,209.0
236,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,1366,768,HD,0,AMD,E-Series 9000e,0.0,500,1.5,4.0,AMD,Radeon R2,1,Windows,2.1,330.0
969,Dell,Alienware 17,Gaming,17.3,3840,2160,4K UHD,0,Intel,Core i7 7700HQ,512.0,1024,2.8,14.0,Nvidia,GeForce GTX 1070,1,Windows,4.36,2787.0
258,Lenovo,Yoga 920-13IKB,Convertible,13.9,1920,1080,Full HD,1,Intel,Core i7 8550U,512.0,0,1.8,8.0,Intel,UHD Graphics 620,0,Windows,1.37,1849.0
752,Lenovo,Thinkpad P51s,Workstation,15.6,3840,2160,4K UHD,0,Intel,Core i7 7600U,640.0,0,2.8,14.0,Nvidia,Quadro M520M,1,Windows,2.5,2787.0
571,Asus,FX553VD-DM627T (i5-7300HQ/8GB/1TB,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7300HQ,128.0,1024,2.5,8.0,Nvidia,GeForce GTX 1050,1,Windows,2.5,839.0
1187,MSI,PL60 7RD,Gaming,15.6,1920,1080,Full HD,0,Intel,Core i7 7500U,0.0,1024,2.7,8.0,Nvidia,GeForce GTX 1050,1,Windows,2.2,839.0
664,Dell,Inspiron 5570,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 8550U,256.0,0,1.8,8.0,AMD,Radeon 530,1,Windows,2.2,919.0
164,Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366,768,HD,0,AMD,A9-Series 9420,0.0,1024,3.0,4.0,AMD,Radeon R5 M420,1,Windows,2.03,403.0
168,Acer,Aspire A315-31,Notebook,15.6,1366,768,HD,0,Intel,Celeron Dual Core N3350,0.0,1024,1.1,4.0,Intel,HD Graphics 500,0,Windows,2.1,348.0
917,LG,Gram 15Z970,Ultrabook,15.6,1920,1080,Full HD,1,Intel,Core i7 7500U,512.0,0,2.7,14.0,Intel,HD Graphics 620,0,Windows,1.08,2099.0
514,Acer,Aspire A515-51G-59QF,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 8250U,0.0,1024,1.6,4.0,Nvidia,GeForce MX150,1,Windows,2.2,613.0
88,HP,Pavilion 15-CK000nv,Ultrabook,15.6,1920,1080,Full HD,0,Intel,Core i7 8550U,256.0,0,1.8,8.0,Nvidia,GeForce GTX 940MX,1,Windows,1.83,699.0
33,HP,17-ak001nv (A6-9220/4GB/500GB/Radeon,Notebook,17.3,1920,1080,Full HD,0,AMD,A6-Series 9220,0.0,500,2.5,4.0,AMD,Radeon 530,1,Windows,2.71,439.0
396,Asus,Rog GL753VD-GC042T,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i7 7700HQ,0.0,1024,2.8,8.0,Nvidia,GeForce GTX 1050,1,Windows,3.0,1039.0
1136,HP,Spectre Pro,Notebook,13.3,1920,1080,Full HD,0,Intel,Core i5 6200U,256.0,0,2.3,8.0,Intel,HD Graphics 520,0,Windows,1.16,1690.0
147,HP,255 G6,Notebook,15.6,1366,768,HD,0,AMD,A6-Series 9220,256.0,0,2.5,4.0,AMD,Radeon R4 Graphics,1,Windows,1.86,369.0
812,Dell,XPS 15,Notebook,15.6,3840,2160,4K UHD,1,Intel,Core i5 7300HQ,256.0,0,2.5,8.0,Nvidia,GeForce GTX 1050,1,Windows,2.06,1749.0
1275,Dell,Vostro 3568,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6006U,0.0,500,2.0,4.0,Intel,HD Graphics 520,0,Windows,2.29,490.0
181,MSI,GT80S 6QF-074US,Gaming,18.4,1920,1080,Full HD,0,Intel,Core i7 6920HQ,512.0,1024,2.9,14.0,Nvidia,GTX 980 SLI,1,Windows,4.4,2787.0
23,HP,255 G6,Notebook,15.6,1366,768,HD,0,AMD,E-Series E2-9000e,0.0,500,1.5,4.0,AMD,Radeon R2,1,Chrome OS,1.86,258.0
673,Toshiba,Satellite Pro,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6100U,128.0,0,2.1,4.0,Intel,HD Graphics 520,0,Windows,2.1,498.0
654,Acer,Swift 3,Ultrabook,14.0,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Intel,Graphics 620,0,Windows,1.8,919.0
34,Dell,XPS 13,Ultrabook,13.3,3200,1800,QHD,1,Intel,Core i7 8550U,512.0,0,1.8,14.0,Intel,UHD Graphics 620,0,Windows,1.2,1869.0
1140,Lenovo,ThinkPad Yoga,Convertible,14.0,1920,1080,Full HD,1,Intel,Core i7 6500U,256.0,0,2.5,8.0,Intel,HD Graphics 520,0,Windows,1.8,1669.0
588,Dell,Latitude 5580,Notebook,15.6,1366,768,HD,0,Intel,Core i5 7300U,0.0,500,2.6,8.0,Intel,HD Graphics 620,0,Windows,1.9,1008.52
1228,Apple,"MacBook 12""",Ultrabook,12.0,2304,1440,Full HD,0,Intel,Core M,0.0,0,1.2,8.0,Intel,HD Graphics 515,0,macOS,0.92,1279.0
50,Asus,X751NV-TY001T (N4200/4GB/1TB/GeForce,Notebook,17.3,1366,768,HD,0,Intel,Pentium Quad Core N4200,0.0,1024,1.1,4.0,Nvidia,GeForce 920MX,1,Windows,2.8,466.0
1086,HP,ProBook 650,Notebook,15.6,1366,768,HD,0,Intel,Core i5 6200U,0.0,500,2.3,4.0,Intel,HD Graphics 520,0,Windows,2.31,1199.0
960,Dell,Latitude 7280,Ultrabook,12.5,1920,1080,Full HD,1,Intel,Core i5 7200U,256.0,0,2.5,8.0,Intel,HD Graphics,0,Windows,1.36,1472.2
343,HP,Elitebook 850,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Intel,HD Graphics 620,0,Windows,1.84,1144.0
914,Dell,XPS 13,Convertible,13.3,1920,1080,Full HD,1,Intel,Core i7 7Y75,256.0,0,1.3,14.0,Intel,HD Graphics 615,0,Windows,1.22,1649.0
1058,HP,EliteBook 840,Notebook,14.0,1920,1080,Full HD,0,Intel,Core i5 6200U,0.0,500,2.3,4.0,Intel,HD Graphics 520,0,Windows,1.54,1000.0
1042,Dell,XPS 13,Ultrabook,13.3,3200,1800,QHD,1,Intel,Core i5 7200U,256.0,0,2.5,8.0,Intel,HD Graphics 620,0,Windows,1.29,1624.0
578,HP,14-am079na (N3710/8GB/2TB/W10),Notebook,14.0,1366,768,HD,0,Intel,Pentium Quad Core N3710,0.0,2048,1.6,8.0,Intel,HD Graphics 405,0,Windows,1.94,389.0
218,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Intel,HD Graphics 620,0,Chrome OS,2.2,549.0
876,HP,Probook 450,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 6200U,0.0,500,2.3,4.0,Intel,HD Graphics 520,0,Windows,2.07,910.0
667,Dell,Alienware 17,Gaming,17.3,3840,2160,4K UHD,0,Intel,Core i7 7700HQ,512.0,1024,2.8,14.0,Nvidia,GeForce GTX 1070,1,Windows,4.42,2787.0
620,Dell,Inspiron 3567,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6006U,0.0,1024,2.0,4.0,Intel,HD Graphics 520,0,Linux,2.25,359.0
282,Acer,Aspire A515-51G,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 8550U,0.0,1024,1.8,8.0,Nvidia,GeForce MX130,1,Windows,2.2,745.0
119,HP,Probook 440,Notebook,14.0,1920,1080,Full HD,0,Intel,Core i7 8550U,512.0,0,1.8,8.0,Intel,UHD Graphics 620,0,Windows,1.63,1084.0
61,Dell,Inspiron 5770,Notebook,17.3,1920,1080,Full HD,0,Intel,Core i7 8550U,256.0,2048,1.8,14.0,AMD,Radeon 530,1,Windows,2.8,1299.0
47,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6006U,128.0,0,2.0,4.0,Intel,HD Graphics 520,0,Chrome OS,2.2,369.0
1307,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,1920,1080,Full HD,0,Intel,Core M 6Y30,512.0,0,0.9,8.0,Intel,HD Graphics 515,0,Windows,1.2,729.0
316,Dell,XPS 13,Ultrabook,13.3,3840,2160,4K UHD,1,Intel,Core i7 8550U,640.0,0,1.8,14.0,Intel,UHD Graphics 620,0,Windows,1.21,2499.0
1309,Acer,Aspire ES1-531,Notebook,15.6,1366,768,HD,0,Intel,Celeron Dual Core N3060,0.0,500,1.6,4.0,Intel,HD Graphics 400,0,Linux,2.4,289.0
930,HP,Probook 430,Notebook,13.3,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Intel,HD Graphics 620,0,Windows,1.49,960.0
411,MSI,GE73VR 7RF,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i7 7700HQ,256.0,1024,2.8,14.0,Nvidia,GeForce GTX 1070,1,Windows,2.8,2249.0
526,Asus,FX753VE-GC155T (i7-7700HQ/16GB/1TB,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i7 7700HQ,256.0,1024,2.8,14.0,Nvidia,GeForce GTX1050 Ti,1,Windows,3.0,1504.0
525,HP,Probook 450,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Nvidia,GeForce 930MX,1,Windows,2.04,889.0
767,Dell,Alienware 17,Gaming,15.6,3840,2160,4K UHD,0,Intel,Core i7 7700HQ,256.0,1024,2.8,14.0,Nvidia,GeForce GTX 1070,1,Windows,4.42,2787.0
740,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,1920,1080,Full HD,0,AMD,A9-Series A9-9420,128.0,1024,3.0,6.0,AMD,Radeon 520,1,Windows,2.1,650.0
956,Acer,TravelMate P259-G2,Notebook,15.6,1366,768,HD,0,Intel,Core i5 7200U,0.0,500,2.5,4.0,Intel,HD Graphics 620,0,Windows,2.23,619.0
902,HP,Envy x360,Convertible,13.3,3200,1800,QHD,1,Intel,Core i7 7500U,256.0,0,2.7,14.0,Intel,HD Graphics 620,0,Windows,1.42,1399.0
346,Dell,Inspiron 3552,Notebook,15.6,1366,768,HD,0,Intel,Celeron Dual Core N3060,0.0,500,1.6,4.0,Intel,HD Graphics,0,Linux,2.2,274.9
712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6006U,0.0,500,2.0,4.0,Intel,HD Graphics 520,0,Chrome OS,1.9,450.0
775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366,768,HD,0,Intel,Pentium Quad Core N4200,0.0,1024,1.1,4.0,Nvidia,GeForce 920MX,1,Windows,2.8,470.34
1017,HP,Probook 440,Notebook,14.0,1366,768,HD,0,Intel,Core i5 7200U,0.0,500,2.5,4.0,Intel,HD Graphics 620,0,Windows,1.64,779.0
822,Dell,Vostro 5568,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 7500U,0.0,1024,2.7,8.0,Nvidia,GeForce GT 940MX,1,Windows,1.98,961.0
573,Dell,Latitude 5580,Notebook,15.6,1366,768,HD,0,Intel,Core i5 7300U,0.0,500,2.6,4.0,Intel,HD Graphics 620,0,Windows,1.93,959.0
292,Asus,VivoBook S15,Ultrabook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Nvidia,GeForce 940MX,1,Windows,1.7,977.0
1161,HP,ZBook 15,Workstation,15.6,1920,1080,Full HD,0,Intel,Core i7 6700HQ,256.0,0,2.6,8.0,Nvidia,Quadro M1000M,1,Windows,2.59,2229.0
1071,Acer,Aspire ES1-523,Notebook,15.6,1366,768,HD,0,AMD,A8-Series 7410,0.0,1024,2.2,8.0,AMD,Radeon R5,1,Windows,2.4,449.0
794,MSI,GS43VR 7RE,Gaming,14.0,1920,1080,Full HD,0,Intel,Core i7 7700HQ,256.0,1024,2.8,14.0,Nvidia,GeForce GTX 1060,1,Windows,1.6,1891.0
125,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Nvidia,GeForce 940MX,1,Chrome OS,2.2,629.0
755,HP,250 G6,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i3 6006U,256.0,0,2.0,8.0,Intel,HD Graphics 520,0,Windows,1.86,539.0
1019,HP,EliteBook 840,Notebook,14.0,1366,768,HD,0,Intel,Core i5 6300U,256.0,0,2.4,4.0,Intel,HD Graphics 520,0,Windows,1.48,1099.99
873,Toshiba,Portege X30-D-10X,Notebook,13.3,1920,1080,Full HD,0,Intel,Core i5 7200U,128.0,0,2.5,4.0,Intel,HD Graphics 620,0,Windows,1.05,1285.0
475,HP,Omen 17-an006nv,Gaming,17.3,1920,1080,Full HD,0,Intel,Core i7 7700HQ,0.0,1024,2.8,12.0,Nvidia,GeForce GTX 1060,1,Windows,3.78,1699.0
46,Apple,MacBook Pro,Ultrabook,13.3,2560,1600,QHD,0,Intel,Core i5,256.0,0,2.0,8.0,Intel,Iris Graphics 540,0,macOS,1.37,1419.0
1248,Lenovo,ThinkPad Yoga,Netbook,12.5,1920,1080,Full HD,1,Intel,Core i7 6500U,512.0,0,2.5,14.0,Intel,HD Graphics 520,0,Windows,1.3,1650.0
995,Toshiba,Portege Z30-C-1CV,Notebook,13.3,1920,1080,Full HD,0,Intel,Core i5 6200U,128.0,0,2.3,4.0,Intel,HD Graphics 520,0,Windows,1.2,1195.0
122,Asus,VivoBook S15,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i7 8550U,256.0,0,1.8,8.0,Nvidia,GeForce 940MX,1,Windows,1.7,1118.0
279,Toshiba,Satellite Pro,Notebook,15.6,1366,768,HD,0,Intel,Core i7 6500U,0.0,500,2.5,8.0,Nvidia,GeForce 930M,1,Windows,2.2,812.0
182,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,128.0,1024,2.5,8.0,AMD,R17M-M1-70,1,Windows,1.9,813.0
519,Dell,Vostro 5568,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,0.0,1024,2.5,8.0,Intel,HD Graphics 620,0,Windows,2.18,836.0
540,Mediacom,SmartBook Edge,Notebook,13.3,1920,1080,Full HD,0,Intel,Celeron Quad Core N3450,32.0,0,1.1,4.0,Intel,HD Graphics 500,0,Windows,1.2,369.0
1085,Dell,Latitude 3570,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6100U,0.0,500,2.3,4.0,Intel,HD Graphics 520,0,Windows,2.06,481.98
478,HP,ZBook 15u,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 7200U,0.0,500,2.5,8.0,AMD,FirePro W4190M,1,Windows,1.9,1154.0
906,Toshiba,Portege X30-D-10V,Notebook,13.3,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,8.0,Intel,HD Graphics 620,0,Windows,1.05,1475.0
112,Lenovo,Thinkpad T470,Notebook,14.0,1920,1080,Full HD,0,Intel,Core i7 7500U,256.0,0,2.7,8.0,Intel,HD Graphics 620,0,Windows,1.58,1480.0
829,Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366,768,HD,0,Intel,Core i3 6006U,0.0,500,2.0,4.0,Intel,HD Graphics 520,0,Windows,2.1,489.9
142,HP,Envy 13-AD007nv,Notebook,13.3,1920,1080,Full HD,0,Intel,Core i5 7200U,256.0,0,2.5,4.0,Intel,HD Graphics 620,0,Windows,1.32,699.0
852,HP,ProBook 470,Notebook,17.3,1600,900,HD,0,Intel,Core i5 7200U,0.0,1024,2.5,8.0,Nvidia,GeForce 930MX,1,Windows,2.63,910.0
771,Google,Pixelbook (Core,Ultrabook,12.3,2400,1600,Full HD,1,Intel,Core i5 7Y57,256.0,0,1.2,8.0,Intel,HD Graphics 615,0,Chrome OS,1.1,1559.0
1298,HP,Pavilion 15-AW003nv,Notebook,15.6,1920,1080,Full HD,0,AMD,A9-Series 9410,0.0,0,2.9,6.0,AMD,Radeon R7 M440,1,Windows,2.04,549.99
602,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366,768,HD,0,Intel,Core i3 6100U,0.0,1024,2.3,8.0,Intel,HD Graphics 520,0,Windows,2.29,459.0
886,Dell,Latitude 7280,Ultrabook,12.5,1920,1080,Full HD,0,Intel,Core i7 7600U,256.0,0,2.8,8.0,Intel,HD Graphics 620,0,Windows,1.6,1690.0
754,Samsung,Notebook 9,Ultrabook,13.3,1920,1080,Full HD,0,Intel,Core i7 7500U,256.0,0,2.7,14.0,Intel,HD Graphics 620,0,Windows,0.81,1649.0
670,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920,1080,Full HD,0,Intel,Core i5 6200U,0.0,500,2.3,4.0,Intel,HD Graphics 520,0,Windows,2.2,535.0
1067,HP,ProBook 450,Notebook,15.6,1366,768,HD,0,Intel,Core i5 7200U,256.0,0,2.5,4.0,Intel,HD Graphics 620,0,Windows,2.04,979.0
257,Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366,768,HD,0,AMD,A9-Series 9420,0.0,1024,3.0,4.0,AMD,Radeon R5 M420,1,Windows,1.68,469.0
522,Asus,VivoBook E12,Netbook,11.6,1366,768,HD,0,Intel,Celeron Dual Core N3350,0.0,0,1.1,2.0,Intel,HD Graphics 500,0,Windows,1.1,245.0
